Class,AU01,AU02,AU05,AU06,AU09,AU10,AU11,AU12,AU15,AU24,AU25,AU26,anger,disgust,fear,happiness,sadness,surprise,neutral
Suicidal,0.41794786,0.48513204,0.36998937,0.17562675,0.5608891,0.04614495,0.49155113,0.20449789,0.33613586,0.53991765,0.3458047,0.15087907,0.026154835,0.020917283,0.06537855,0.002253602,0.45049763,0.038336143,0.3964619
Non Suicidal,0.534369,0.40813318,0.439844,0.28907958,0.49562472,0.002550796,0.49686715,0.3398985,0.10547569,0.5731187,0.5990422,0.19094856,0.004042832,0.00458324,0.002267496,0.8184535,0.002467333,0.003816335,0.16436923
Non Suicidal,0.384276336,0.401403795,0.352356553,0.381081925,0.402324975,0.722083736,0.473944324,0.578960929,0.427282481,0.540693002,0.926418993,0.153059971,0.04058096,0.003989762,0.055579432,0.272662483,0.008735633,0.003852514,0.756448345
Non Suicidal,0.266203619,0.453785772,0.414484809,0.376973326,0.341671617,0.624707118,0.507577412,0.841817011,0.454317045,0.602513659,0.845700246,0.179274532,0.028750739,0.024145149,0.072269071,0.28097255,0.016963539,0.314346887,0.321911065
Suicidal,0.399193848,0.449135884,0.366332227,0.133689334,0.185411662,0.215691465,0.474534727,0.637064142,0.373685284,0.231159585,0.306470946,0.354977929,0.323412208,0.082650194,0.896401648,0.014373221,0.97360016,0.857175123,0.845495655
Suicidal,0.631095403,0.375789943,0.238869592,0.145060078,0.16589469,0.327703284,0.490811438,0.786209889,0.398166388,0.222991473,0.267102881,0.240049961,0.578999485,0.053874966,0.477224574,0.001002064,0.521474145,0.514090683,0.16261527
Suicidal,0.442729333,0.359883543,0.592403646,0.139547541,0.160640864,0.4342338,0.464283321,0.105296349,0.398503431,0.150165882,0.118830327,0.206134921,0.485923451,0.092092092,0.734931524,0.074543498,0.361155664,0.59452773,0.847777539
Suicidal,0.428524431,0.504183704,0.37098312,0.207957942,0.218149034,0.23004777,0.508635526,0.628370798,0.325507392,0.166666046,0.130307968,0.224968476,0.817713281,0.204633675,0.469502232,0.024240062,0.297181399,0.775172784,0.805007781
Suicidal,0.655757503,0.486994721,0.219816136,0.226997384,0.137566417,0.352476038,0.465109146,0.511492489,0.091766284,0.295979242,0.474704125,0.262933904,0.234841832,0.239463221,0.933838995,0.018439377,0.780254056,0.537470072,0.715539664
Non Suicidal,0.51383907,0.48268262,0.4685875,0.22789371,0.17350358,0.15793605,0.49131694,0.5030974,0.27677408,0.565089,0.04973766,0.17980634,0.00151317,0.001430733,0.016380483,0.95677227,0.006592926,0.010739485,0.006570922
Suicidal,0.645432001,0.40937608,0.456149399,0.123578923,0.226705276,0.772153867,0.470094979,0.576050372,0.104771562,0.397447883,0.561460624,0.208088437,0.890332751,0.143440582,0.37584061,0.095008823,0.957909618,0.77405017,0.204288084
Non Suicidal,0.418501859,0.54601639,0.602287337,0.277982913,0.307562466,0.571586664,0.476785922,0.628739977,0.396748903,0.549607221,0.918716705,0.353720073,0.045447021,0.02309153,0.0783746,0.523844205,0.095946573,0.432604309,0.334027635
Non Suicidal,0.396535651,0.500999531,0.71818588,0.81052797,0.541908931,0.585193389,0.475319,0.837269843,0.191266721,0.58580253,0.479833777,0.250710036,0.066135774,0.006461735,0.006361934,0.854417166,0.059968513,0.105055187,0.330930942
Non Suicidal,0.270383229,0.501225645,0.46679342,0.462479732,0.388529666,0.617311861,0.488195997,0.52967196,0.394594608,0.473801047,0.701775103,0.118328616,0.049857991,0.028920708,0.057771317,0.870727444,0.049040828,0.205968434,0.424202828
Non Suicidal,0.439834361,0.423934213,0.359725118,0.681010842,0.340835311,0.764998925,0.481736213,0.864607069,0.493039391,0.575922131,0.942268093,0.608026534,0.012558256,0.028418059,0.082835579,0.769743436,0.044596998,0.102823309,0.774565848
Suicidal,0.2693153,0.53449184,0.3287397,0.8302773,0.52054024,0.068679914,0.4754278,0.9422815,0.041856665,0.5753104,0.008352014,0.09699175,0.65032274,0.000307538,0.00051631,0.047959358,0.024911266,0.000189202,0.27579355
Suicidal,0.38342193,0.46674436,0.28486496,0.19770421,0.5893529,0.055275656,0.49558473,0.19538762,0.31871107,0.559196,0.94928396,0.492935,0.009459695,0.8197895,0.000130184,0.000611655,0.012821867,0.001205233,0.15598178
Suicidal,0.346506505,0.387247399,0.467481326,0.221063171,0.170757849,0.280384323,0.474663216,0.751270332,0.248435823,0.170395195,0.415666308,0.252364859,0.104146275,0.199902998,0.820270847,0.049113708,0.610577435,0.687394646,0.611718781
Suicidal,0.555492597,0.355349331,0.350094324,0.113422599,0.282320312,0.722744416,0.470147936,0.679462014,0.270064465,0.378013071,0.626955732,0.392698354,0.679573391,0.06168339,0.491054986,0.075308456,0.221866605,0.514310793,0.456308706
Non Suicidal,0.242169167,0.561248818,0.607837978,0.364002089,0.488046422,0.727947022,0.478537508,0.82856083,0.572610178,0.524179777,0.796600904,0.48115317,0.030400689,0.020166445,0.031537525,0.515957995,0.038073289,0.024164795,0.567725278
Non Suicidal,0.26061936,0.584355093,0.441366361,0.398565872,0.35528915,0.820542689,0.51502434,0.910050028,0.151245495,0.569485933,0.758455786,0.470357375,0.024401532,0.025936718,0.010315688,0.52705263,0.069311578,0.109474323,0.400536915
Non Suicidal,0.343694949,0.425788045,0.341194486,0.374832296,0.202673349,0.688020484,0.478859503,0.724439991,0.362533586,0.381166723,0.452367972,0.574966197,0.080698502,0.011106843,0.023021796,0.678265586,0.002995981,0.20288864,0.351102783
Non Suicidal,0.233338291,0.585404078,0.667232759,0.488654495,0.438033859,0.970054441,0.517573497,0.47745096,0.510933146,0.526955334,0.770203431,0.594967729,0.05887311,0.003610342,0.071186487,0.986734249,0.023889627,0.436044149,0.732287069
Non Suicidal,0.495277723,0.405159878,0.354063146,0.676826276,0.344471769,0.456850245,0.510684245,0.852206775,0.22027973,0.573111873,0.719999198,0.641745469,0.071475638,0.029430114,0.08458503,0.88926448,0.056519578,0.042160716,0.331578117
Suicidal,0.778917923,0.394036909,0.612567491,0.288973826,0.276938572,0.350885258,0.493354973,0.325909538,0.087637982,0.403319563,0.429991355,0.318950231,0.35193479,0.112178581,0.253504547,0.086222275,0.263562849,0.749702182,0.342079096
Non Suicidal,0.402607984,0.573906837,0.645293382,0.537578599,0.225815681,0.817766912,0.516760371,0.830825053,0.609255174,0.47709668,0.483425748,0.169672506,0.09384471,0.020055408,0.078504172,0.881458748,0.066617218,0.25167928,0.582891997
Suicidal,0.740740715,0.481581964,0.624510691,0.117424538,0.409765834,0.391128519,0.498183211,0.092288727,0.324574337,0.321018683,0.609689369,0.392457961,0.37056094,0.131797922,0.58302065,0.08515991,0.459337453,0.700035736,0.782238308
Non Suicidal,0.561646664,0.392370677,0.5667176,0.685186595,0.252478518,0.639637945,0.49040008,0.473791778,0.295755387,0.530288849,0.685795688,0.542294474,0.041614589,0.019953525,0.030037508,0.461307377,0.003971919,0.11504075,0.763265545
Suicidal,0.424589174,0.37627682,0.323222844,0.260564871,0.328570302,0.44587348,0.500382481,0.574178355,0.336859573,0.453690286,0.106045691,0.168760906,0.603152325,0.076819746,0.675950737,0.093163262,0.584125317,0.637317764,0.377293161
Non Suicidal,0.511752621,0.391742834,0.505790814,0.65492803,0.23768048,0.908292402,0.483518175,0.800293712,0.172567422,0.404462081,0.493909702,0.336594928,0.066839156,0.006595058,0.084724445,0.253286588,0.046391401,0.010143026,0.484159758
Non Suicidal,0.420131228,0.490572574,0.576560053,0.488917239,0.304442066,0.77443941,0.493061485,0.727833612,0.236997068,0.47078552,0.977408903,0.405919985,0.069362783,0.003874528,0.092850388,0.712921851,0.087130955,0.39010704,0.845527348
Suicidal,0.447567225,0.456128202,0.553880062,0.164116188,0.192734044,0.338119301,0.461008339,0.06941211,0.452935128,0.139957696,0.610240326,0.179907338,0.644382953,0.165479971,0.527888037,0.029408805,0.687102939,0.768145612,0.619153879
Non Suicidal,0.231412499,0.495146611,0.36456168,0.25272868,0.54163335,0.998997331,0.5061965,0.723260361,0.197405583,0.45741632,0.456551684,0.607985602,0.078275113,0.005380488,0.039345344,0.340867395,0.046934756,0.332108482,0.741688617
Suicidal,0.506791807,0.391521296,0.330671294,0.201861565,0.102447213,0.408121218,0.494493487,0.716657301,0.383187658,0.323745215,0.44109792,0.317106979,0.476378311,0.249042312,0.827898555,0.058653203,0.261817183,0.702388256,0.271651695
Suicidal,0.424983907,0.42571462,0.456132526,0.228180958,0.446967136,0.282124788,0.488872398,0.41011405,0.203020581,0.496997061,0.592482585,0.094285338,0.390048113,0.129691996,0.353387704,0.096669607,0.305095433,0.600267226,0.546345366
Non Suicidal,0.255414249,0.556801529,0.524351659,0.696962557,0.245023301,0.390751304,0.475567336,0.566725382,0.599977296,0.610568442,0.786681585,0.308346181,0.009371037,0.004583224,0.041062427,0.311779504,0.069456748,0.38445784,0.489460307
Non Suicidal,0.25493096,0.560090177,0.357236853,0.694572284,0.561526003,0.745329291,0.470837181,0.739078733,0.47908057,0.596816464,0.876773876,0.107888995,0.022840062,0.020520409,0.049091397,0.855108238,0.076654306,0.41211968,0.390700987
Suicidal,0.380429185,0.451000941,0.47073422,0.226522785,0.185156572,0.517000583,0.506433721,0.208007522,0.181437653,0.185694152,0.379263394,0.313950897,0.386888478,0.102354094,0.668324004,0.081769438,0.377028871,0.503855499,0.095886061
Non Suicidal,0.551722588,0.42487318,0.662125746,0.516894467,0.207072226,0.989701737,0.49310692,0.837207408,0.248981316,0.570220163,0.96416869,0.137090542,0.045645365,0.016195384,0.048110536,0.989431359,0.094131422,0.246288669,0.327051659
Suicidal,0.711358633,0.432362219,0.351255419,0.277564456,0.177264272,0.198748954,0.461130879,0.380693517,0.336373988,0.184941768,0.647866961,0.104524012,0.725016294,0.148855458,0.449534231,0.000957391,0.694773882,0.4540819,0.493678004
Non Suicidal,0.24775665,0.41791978,0.4206529,0.2737426,0.19868907,0.13549179,0.49974895,0.5595707,0.15139495,0.5655105,0.05407823,0.110709906,0.003600018,2.98E-05,3.24E-05,0.087121695,0.001659524,0.000604229,0.9069523
Non Suicidal,0.51791804,0.392352782,0.655149085,0.401718256,0.318187079,0.840911975,0.511947929,0.889010047,0.307586245,0.575330083,0.66880276,0.486839795,0.075327406,0.005294721,0.090565244,0.522987139,0.043495603,0.135582849,0.611794014
Suicidal,0.402552751,0.460985417,0.202286831,0.084317283,0.41455821,0.212124268,0.468848608,0.22593836,0.408076315,0.441917984,0.65038103,0.119019967,0.173197169,0.048684656,0.554681245,0.004852896,0.934985205,0.836057253,0.476262417
Non Suicidal,0.479241922,0.575548061,0.592295803,0.833258113,0.249135831,0.870151376,0.498891485,0.743117582,0.286320801,0.459493545,0.771589237,0.340259173,0.000239943,0.002318402,0.025272397,0.77669638,0.064324114,0.283033669,0.635117778
Non Suicidal,0.342124,0.41313985,0.43657413,0.65697086,0.49994528,0.99954754,0.4868591,0.7272067,0.21076894,0.45577708,0.7792527,0.13361359,0.02908717,0.004529218,0.000535137,0.9262653,0.004979591,0.000640491,0.03396306
Non Suicidal,0.2922444,0.463511888,0.513288254,0.670026436,0.421759554,0.451000804,0.511004656,0.803897496,0.404519458,0.644250124,0.449988547,0.170287222,0.062438647,0.020279727,0.071384482,0.571723685,0.069233983,0.121539886,0.564400702
Suicidal,0.3293956,0.48856875,0.29854205,0.08896146,0.3494168,0.025131017,0.4709174,0.053792544,0.20842803,0.5545264,0.21125154,0.098939866,0.001626582,0.0002526,0.000202835,0.0036856,0.7700584,5.34E-05,0.2241207
Non Suicidal,0.238430805,0.522246007,0.500432739,0.498343604,0.21725004,0.506377232,0.51350398,0.459185774,0.564283215,0.397692727,0.490739834,0.254126594,0.06406444,0.005604978,0.028728244,0.289824727,0.077634376,0.136984095,0.409828714
Suicidal,0.754068147,0.422277164,0.460423022,0.11240223,0.214531891,0.322283682,0.467402871,0.567860296,0.173098758,0.343032506,0.284630081,0.060989201,0.153603285,0.235154337,0.566651996,0.081215231,0.227780585,0.873638531,0.23199881
Non Suicidal,0.390448275,0.441024601,0.575737053,0.703058564,0.551986345,0.339413563,0.51907776,0.732608383,0.481069257,0.642937911,0.580604018,0.584653513,0.047030489,0.004365409,0.022313387,0.576070112,0.076974116,0.20341369,0.500002205
Suicidal,0.705296441,0.399287219,0.507373288,0.140011441,0.118785805,0.385543815,0.472390326,0.525305829,0.291214307,0.151734007,0.231726033,0.239745099,0.835919876,0.247088105,0.395914731,0.098887089,0.89694109,0.715578801,0.264286397
Non Suicidal,0.384936081,0.54164948,0.451009851,0.337088046,0.458436567,0.392593602,0.482923624,0.721851262,0.445580978,0.578136024,0.900696733,0.132046835,0.001553013,0.015049198,0.036373637,0.871827828,0.009207175,0.006686734,0.339062567
Non Suicidal,0.375055143,0.563119171,0.64230341,0.617732029,0.462385955,0.716537344,0.487182861,0.919103512,0.286230023,0.618935046,0.488044376,0.525846829,0.081929871,0.006906763,0.062771499,0.903239369,0.015354005,0.05810047,0.351073028
Suicidal,0.746990911,0.422690019,0.629077443,0.156765552,0.380874135,0.770843324,0.467682876,0.623258835,0.313792954,0.384513388,0.268755163,0.393388829,0.602858134,0.20473432,0.335624396,0.021231237,0.669715017,0.824840954,0.67032994
Non Suicidal,0.276729069,0.508848312,0.621048252,0.389571316,0.399904284,0.806018923,0.513165891,0.880176581,0.404877285,0.474202596,0.860498205,0.46141811,0.000501091,0.02376681,0.063609409,0.806343092,0.020939057,0.422659288,0.385929793
Suicidal,0.368326277,0.385904605,0.3227812,0.254778148,0.217827903,0.111061222,0.490684694,0.225678261,0.18461271,0.163267056,0.514307226,0.243101233,0.28557221,0.239507952,0.699325707,0.091294072,0.327400427,0.553415224,0.459245361
Suicidal,0.5408811,0.356927266,0.264392592,0.115300517,0.250728777,0.732057515,0.493220954,0.404814402,0.393689907,0.372321998,0.368682799,0.238751649,0.612637171,0.190946418,0.521655171,0.056213986,0.792372514,0.51489175,0.37246856
Suicidal,0.548745111,0.404564355,0.456362534,0.295682056,0.150151309,0.688580167,0.470595111,0.244187965,0.232078475,0.440782431,0.348773485,0.131514679,0.701044596,0.105385026,0.710330448,0.065896412,0.673044739,0.642719216,0.387372549
Non Suicidal,0.257389658,0.535037015,0.50490279,0.781156447,0.490408221,0.672480157,0.491687135,0.862468401,0.425963612,0.456799113,0.59365337,0.240968128,0.01874024,0.005198126,0.001819649,0.904648026,0.023264728,0.195062343,0.919744766
Non Suicidal,0.33086702,0.44207877,0.44023216,0.14427422,0.38837528,0.8065826,0.46546456,0.16161434,0.6961221,0.48312607,0.000133591,0.051802356,0.000370819,0.000198771,0.015572286,0.6513662,0.007426561,0.19071911,0.13434626
Suicidal,0.674299701,0.491577652,0.428592989,0.165754004,0.306808204,0.352387773,0.492995458,0.366910551,0.388589096,0.168916703,0.197752242,0.214545131,0.52765949,0.118122439,0.807694923,0.08040701,0.422083323,0.758344789,0.837990382
Non Suicidal,0.513873931,0.532448999,0.347542258,0.293367813,0.489825626,0.513660368,0.491771792,0.560674429,0.654339783,0.519678087,0.509970073,0.541025599,0.087968532,0.014087517,0.018248464,0.325216359,0.060157671,0.431657666,0.628678699
Non Suicidal,0.298746526,0.540681123,0.604484357,0.767759639,0.290406493,0.304124104,0.473439733,0.527041924,0.249712228,0.5756598,0.538690777,0.207575945,0.025098834,0.008712156,0.091596055,0.506413471,0.070132904,0.11976603,0.814052159
Non Suicidal,0.55689842,0.455567699,0.751704295,0.708106593,0.30333776,0.960715994,0.496049413,0.736382137,0.269323291,0.565340754,0.908640266,0.424903476,0.070204819,0.009691575,0.047870104,0.367208464,0.085731493,0.191699649,0.441712279
Non Suicidal,0.616161691,0.43307026,0.72633422,0.717686353,0.224052447,0.71764247,0.499149232,0.676080382,0.426476866,0.457343165,0.620019488,0.203639766,0.05499011,0.006015415,0.005148011,0.851083678,0.010265563,0.450297664,0.611825012
Suicidal,0.670439454,0.358629076,0.313342492,0.198833752,0.271660471,0.276300198,0.478503814,0.606376611,0.470949674,0.503137685,0.177085535,0.388901807,0.133953306,0.033765603,0.753639699,0.078996482,0.954695547,0.650091885,0.601110716
Non Suicidal,0.402113566,0.587495759,0.748219483,0.517949854,0.424312558,0.463381121,0.494301063,0.700925417,0.643570414,0.566054671,0.812111825,0.552403913,0.027709679,0.021961719,0.035578343,0.703533458,0.042244878,0.34907586,0.828709976
Suicidal,0.350722631,0.458449602,0.268196241,0.120805856,0.321123515,0.586592553,0.502710131,0.794120167,0.394434725,0.541581432,0.289891196,0.39615144,0.241637256,0.139440971,0.86661354,0.013746795,0.462060797,0.45054876,0.754946062
Non Suicidal,0.304401741,0.487592837,0.495702728,0.271836792,0.505289909,0.995160607,0.503269257,0.495725912,0.286544746,0.424087742,0.882947464,0.180983714,0.091645793,0.004606085,0.000322606,0.454496187,0.037898294,0.40864195,0.711543624
Suicidal,0.456637118,0.505181815,0.319151902,0.145503634,0.3893096,0.692901371,0.498655269,0.498052142,0.088586987,0.164579978,0.49996481,0.336641578,0.200203035,0.237006874,0.77415949,0.084458468,0.665930654,0.507007136,0.335359234
Suicidal,0.569041542,0.498546374,0.415142544,0.229466885,0.153220536,0.775290855,0.505043919,0.801970912,0.458298269,0.257706686,0.453031355,0.073005078,0.242000835,0.040168174,0.678382836,0.061486621,0.637967073,0.667433943,0.237606555
Non Suicidal,0.329090421,0.415228579,0.327179636,0.450380487,0.54643809,0.378473729,0.5159291,0.810745843,0.360710884,0.512315088,0.961809254,0.425118135,0.074171417,0.019034011,0.001562984,0.960617866,0.062742052,0.417019249,0.694011374
Non Suicidal,0.200484292,0.462656668,0.419867031,0.66845959,0.432919014,0.956093577,0.5072974,0.840391309,0.234969899,0.410916085,0.589844123,0.153915034,0.067696146,0.009516123,0.007004543,0.372799741,0.066028571,0.160450497,0.434382753
Suicidal,0.27598652,0.49698797,0.32448786,0.7925123,0.51206285,0.5924218,0.49285877,0.81868714,0.041678358,0.34242722,0.8641765,0.11474017,0.00024183,3.98E-05,0.58728117,0.00244878,0.043270186,0.3538779,0.012840245
Non Suicidal,0.528174374,0.482950116,0.394890843,0.304090299,0.279423148,0.873031473,0.505993812,0.78289479,0.376057223,0.618934071,0.872926329,0.441133063,0.048734185,0.006978807,0.013843461,0.642229107,0.072899812,0.443685061,0.421911137
Suicidal,0.435833958,0.437152836,0.493873228,0.205461763,0.167197735,0.109227419,0.468614004,0.043560856,0.202599488,0.307635758,0.16209793,0.238835397,0.143154189,0.216987142,0.941681371,0.014990268,0.399750932,0.538903939,0.757706316
Non Suicidal,0.519674555,0.420653951,0.654497976,0.730583534,0.248865994,0.817145272,0.518386507,0.683323563,0.676003649,0.454243822,0.590327133,0.46691467,0.03089314,0.01212538,0.088291029,0.943586068,0.089875176,0.059437272,0.681146534
Suicidal,0.49937266,0.45867872,0.32558948,0.4053311,0.3962412,0.7767762,0.5013413,0.7720144,0.5007476,0.5668184,0.5142917,0.11722322,0.0189518,0.6424605,0.00489629,0.17452462,0.05657641,0.011710742,0.09087969
Non Suicidal,0.261594536,0.419738473,0.332838382,0.686881615,0.319878268,0.326675866,0.498735013,0.814338982,0.549464064,0.494910978,0.650426932,0.54586461,0.053538386,0.022642097,0.071311102,0.614809868,0.075682266,0.352510294,0.573591668
Suicidal,0.626097342,0.385561662,0.313320013,0.079648009,0.266521489,0.438237438,0.473330292,0.778384639,0.058360747,0.338048291,0.452809571,0.28373487,0.766118447,0.217408683,0.683817987,0.040891319,0.248490905,0.564176799,0.143985462
Suicidal,0.22641747,0.43060216,0.4315884,0.25846615,0.4947947,0.16098031,0.46930557,0.2523457,0.3338014,0.4582556,0.012451659,0.11943274,0.047219835,4.09E-05,0.000495763,0.0019258,0.9238874,0.000441673,0.02598862
Suicidal,0.38569883,0.41321477,0.7219649,0.15045828,0.13797101,0.01638776,0.47054416,0.1853541,0.10771576,0.52039236,0.38878274,0.16504155,0.000421217,6.23E-05,0.000477617,0.00157769,0.008680407,0.8918171,0.096963756
Non Suicidal,0.278707136,0.587744971,0.701541975,0.456680141,0.259243025,0.743214794,0.470650586,0.889156193,0.385229373,0.63359538,0.992152589,0.274062698,0.071536226,0.016744278,0.049228746,0.769302863,0.084468973,0.355610441,0.584673577
Suicidal,0.1811064,0.42370695,0.23485912,0.14393748,0.60501784,0.24307115,0.46673825,0.055336893,0.14056082,0.44701785,0.62347406,0.1930615,0.02711697,0.000456284,0.000360643,0.002123699,0.08600208,0.012107063,0.87183326
Non Suicidal,0.44010004,0.4459479,0.4712787,0.26692894,0.20106585,0.050960485,0.49057588,0.4383399,0.2448215,0.44893375,0.19097778,0.29475737,0.001806908,0.0005413,0.000130703,0.13154241,0.004691209,0.003469095,0.8578183
Suicidal,0.51984074,0.459605685,0.415541488,0.114695899,0.238752894,0.426041993,0.503678728,0.670742513,0.058156934,0.435411166,0.128864633,0.372064198,0.147915965,0.210127625,0.463838902,0.046615653,0.715766273,0.454401973,0.310987702
Suicidal,0.562825688,0.458788285,0.432565289,0.173349168,0.226422208,0.349564647,0.506335411,0.695775459,0.201874589,0.445772486,0.648774093,0.065844647,0.149215863,0.076872803,0.291093463,0.019425845,0.352673242,0.756283767,0.648040909
Non Suicidal,0.522349039,0.400005952,0.520965442,0.266973727,0.516423111,0.474023638,0.507948082,0.60404097,0.247823261,0.494603866,0.801276295,0.18550165,0.004834073,0.006071959,0.068156403,0.47983141,0.090919121,0.178298332,0.924446271
Non Suicidal,0.525624222,0.449447439,0.687131523,0.319234541,0.42457281,0.481425444,0.493518038,0.660239848,0.225597625,0.577178335,0.696154903,0.199825086,0.059173444,0.022658297,0.091407619,0.824065213,0.04781849,0.212313765,0.468768895
Non Suicidal,0.334137447,0.495166641,0.547055509,0.76410367,0.297523613,0.691908838,0.505184285,0.641435286,0.182616605,0.428724982,0.622306177,0.149349627,0.027777277,0.0243953,0.01427507,0.94520398,0.022840845,0.106526007,0.527639343
Non Suicidal,0.470597442,0.522569593,0.701912919,0.76056465,0.302545974,0.662625049,0.515039068,0.817736711,0.520290097,0.607625922,0.657529006,0.444330444,0.041626156,0.016952158,0.077915395,0.560930268,0.050489567,0.289174872,0.768398367
Non Suicidal,0.321064969,0.440234176,0.627098856,0.265870265,0.415976635,0.668751918,0.495310852,0.88890756,0.221581503,0.501368011,0.887761231,0.48581121,0.085829078,0.026966268,0.093892765,0.485139177,0.063734844,0.381584927,0.471520762
Suicidal,0.623700069,0.35430787,0.529303483,0.180649706,0.440220094,0.794229824,0.464109443,0.19350193,0.322368352,0.141316907,0.423923946,0.098806713,0.821072275,0.124039401,0.268226077,0.096196662,0.7994623,0.539291563,0.357540052
Suicidal,0.414966873,0.356939866,0.358614719,0.178122238,0.192236076,0.174236573,0.505420365,0.443918861,0.364252339,0.253659449,0.695895672,0.262326463,0.759017203,0.216101939,0.600970503,0.06900247,0.674971875,0.464899191,0.778137783
Non Suicidal,0.262790656,0.419756371,0.527926297,0.522156232,0.329992913,0.732665997,0.478939447,0.658053379,0.458781057,0.415196702,0.826057824,0.243202953,0.036473984,0.018925419,0.038478636,0.79952375,0.079783814,0.019345715,0.52555499
Non Suicidal,0.294703019,0.558247369,0.648267686,0.49050506,0.35829896,0.503518827,0.478186581,0.451880578,0.673999852,0.397442992,0.973453656,0.326986566,0.041020658,0.017045012,0.024858945,0.503254087,0.01424844,0.343413673,0.917265144
Non Suicidal,0.364314153,0.494436855,0.406209095,0.856291174,0.421085504,0.87459664,0.500364228,0.910656848,0.451073829,0.511123136,0.749442806,0.366305626,0.044226762,0.016893959,0.073445433,0.544546344,0.028189351,0.447873228,0.949852091
Suicidal,0.673156486,0.407624188,0.205380567,0.231956116,0.190602616,0.330647786,0.490810372,0.307325388,0.095959046,0.251405688,0.341186515,0.303586573,0.556221962,0.193561549,0.633683303,0.000109898,0.62681504,0.664173056,0.482519697
Suicidal,0.774907712,0.424693658,0.219308712,0.082410313,0.432946129,0.212037928,0.491669207,0.682797306,0.377465298,0.170308935,0.170889368,0.397049614,0.174220128,0.225554676,0.216114989,0.066139288,0.495847408,0.540212601,0.465837797
Non Suicidal,0.323898825,0.412903121,0.597333191,0.344585758,0.454553165,0.72080283,0.493507221,0.475665372,0.253284539,0.506993146,0.774755184,0.211675004,0.017505473,0.010468676,0.002911151,0.868816917,0.078340881,0.367023616,0.504308397
Non Suicidal,0.549710948,0.40901374,0.631568072,0.692087575,0.313461975,0.91721915,0.515789865,0.816607064,0.639469224,0.577337777,0.707594275,0.614366632,0.013344317,0.018072141,0.068160051,0.819316786,0.096256618,0.209632539,0.794133368
Suicidal,0.596157466,0.360680639,0.374501245,0.27253909,0.366994007,0.474340325,0.495487121,0.339882504,0.419585303,0.283631639,0.181651063,0.32669944,0.978548233,0.210993627,0.231680939,0.066757171,0.56838775,0.676957249,0.190286301
Non Suicidal,0.591855819,0.441018813,0.671501968,0.652580619,0.490888076,0.347385643,0.498496856,0.713454565,0.386794139,0.567018688,0.897197583,0.184500277,0.00862089,0.028748264,0.045805192,0.695035609,0.038729539,0.207389958,0.642145402
Non Suicidal,0.567167301,0.542106032,0.498392909,0.456154703,0.363679856,0.757056357,0.510733551,0.584026224,0.165185297,0.530363272,0.98476407,0.619649266,0.039769705,0.028501019,0.05428202,0.556763568,0.013824809,0.391383534,0.688919394
Non Suicidal,0.540737368,0.512211987,0.531987205,0.581480966,0.560544607,0.502145877,0.477545316,0.522366787,0.684305175,0.595463681,0.48011525,0.296724083,0.057405743,0.025916454,0.061089906,0.888803765,0.002911788,0.233524684,0.903641196
Suicidal,0.523309527,0.462209153,0.303847345,0.176986164,0.116511168,0.574724331,0.485515643,0.100416135,0.332334984,0.375922567,0.672125272,0.258877871,0.544373087,0.124853236,0.864880571,0.063094736,0.653701979,0.740224397,0.265260309
Suicidal,0.697262864,0.38476855,0.646624117,0.161814631,0.187577548,0.243535258,0.464041187,0.098667208,0.187279778,0.377633735,0.459638279,0.301778974,0.383023801,0.164465655,0.904302107,0.013074501,0.785731014,0.669257408,0.574261792
Non Suicidal,0.226717596,0.409472082,0.736587172,0.502931476,0.48912116,0.702006393,0.496153774,0.742021644,0.164789823,0.449073383,0.658324298,0.608770784,0.023926154,0.004968167,0.010115965,0.416639735,0.034822144,0.017646182,0.760969515
Suicidal,0.4425928,0.42854536,0.40720758,0.12015014,0.35877958,0.06791823,0.46401706,0.050895516,0.3184397,0.5182552,0.7707439,0.3401852,0.003099557,3.85E-05,0.007838205,0.000257107,0.21533783,0.5367225,0.23670626
Suicidal,0.47679854,0.491234157,0.292527613,0.151619979,0.428950944,0.509988367,0.499072581,0.75534814,0.355666209,0.380348999,0.415833211,0.376542551,0.406916433,0.070096589,0.904790989,0.052540071,0.457463909,0.735334017,0.348340652
Non Suicidal,0.564164263,0.555826518,0.755315348,0.39143898,0.429313829,0.581552919,0.503048739,0.720458468,0.245569867,0.597884426,0.57729886,0.129744995,0.034066975,0.006741228,0.011086335,0.542069761,0.064480284,0.085544844,0.596407996
Non Suicidal,0.203550771,0.414623613,0.756297808,0.68072769,0.448937813,0.975404734,0.491955329,0.472204704,0.173443611,0.459850931,0.834452151,0.556832244,0.032549227,0.028953876,0.020359339,0.471844774,0.029544157,0.035541739,0.315075418
Suicidal,0.412704407,0.503482546,0.571899849,0.249319668,0.437255868,0.376622928,0.463183106,0.077867056,0.123176922,0.452196836,0.406748848,0.36889955,0.289646615,0.143461182,0.908829099,0.031452255,0.802731095,0.530888499,0.424608304
Non Suicidal,0.46891233,0.4928282,0.31642687,0.7523701,0.46964166,0.87972426,0.48878646,0.87121826,0.14596008,0.41756216,0.99773455,0.21808138,0.001683488,0.11527127,0.000926312,0.87190765,0.000228537,0.000516366,0.0094663
